type,K,T,r,price,sigma_080_1m,sigma_080_3m,sigma_080_6m,sigma_080_9m,sigma_080_12m,sigma_090_1m,sigma_090_3m,sigma_090_6m,sigma_090_9m,sigma_090_12m,sigma_100_1m,sigma_100_3m,sigma_100_6m,sigma_100_9m,sigma_100_12m,sigma_110_1m,sigma_110_3m,sigma_110_6m,sigma_110_9m,sigma_110_12m,sigma_120_1m,sigma_120_3m,sigma_120_6m,sigma_120_9m,sigma_120_12m
asian,100,1.0,0.02,6.230508724062647,0.5139758866804099,0.29317546638681713,0.20351331933668135,0.16306274152360653,0.13852005463402967,0.5052637091425755,0.2863391462119807,0.19673295952252812,0.15590600157555215,0.13088888141798477,0.5447720561766445,0.3054649855269064,0.20617544832614523,0.16008604045916996,0.13124855889928425,0.6116880279399525,0.3377105008391183,0.2213642232496924,0.1651166941279638,0.12761305537156914,0.7063265257776621,0.38345047291369394,0.2415518745097917,0.16587865836034618,0.07000185433543454
asian,95,1.0,0.02,9.589006523095353,0.5068073652151759,0.28907208768952786,0.20064960331052423,0.16075525498575863,0.13654845030173218,0.5136392166634931,0.2911328389680096,0.20007799166162615,0.15860046751283832,0.13319040306143493,0.5752445278249154,0.3230337643119879,0.21858535512392085,0.1702239933822012,0.14005130273493735,0.6532654616103142,0.3622316536121007,0.23944154788777722,0.18078101510501635,0.14246705373001176,0.7605650784936211,0.4166616630358142,0.2682372037948904,0.19338003531956233,0.1372368050972222
asian,110,1.0,0.02,2.575065339109988,0.4621202706581288,0.26350012020992314,0.18281000889060778,0.14638867581397158,0.12428014891596802,0.5212970743074005,0.29551639570809785,0.20313747194042364,0.16106549995385652,0.13529644735006632,0.5824869936170607,0.32720922509063927,0.22153435644124084,0.17263225788851674,0.14214166202222697,0.6546238688414381,0.3630310332107849,0.24002804966283997,0.18128522292560004,0.14293820469367635,0.747172152425416,0.40851170704004225,0.261797976871383,0.18703879799204262,0.12874171848210067
asian,105,0.75,0.02,4.46831243726359,0.5054644046748255,0.2883033914141765,0.2001127065786494,0.16032303612933232,0.1361796121907429,0.5435462496643039,0.3082555502324892,0.2120320813261878,0.16823469020267426,0.14142431436455952,0.585302711559459,0.32883254121151667,0.22268081843914486,0.17356887359605672,0.14295417688089748,0.6509997322635223,0.36089811650798687,0.23846278165055368,0.17993908939010186,0.14167947932506533,0.7564924833106649,0.4141867907900146,0.26628781739245205,0.1914750370681695,0.13477111883218262
asian,80,1.0,0.02,21.22011303592415,0.5676358632868399,0.3239013510088855,0.22496830394465142,0.1803581329552303,0.15330467349619434,0.5680105953706399,0.3222679844917556,0.22182128206689586,0.17612994575190927,0.14817685004014533,0.5980622811384906,0.3361885794042803,0.22787574825927,0.1778108767880597,0.14663496991952052,0.6436689197560176,0.3565814356577523,0.23529136736005493,0.17720668269190804,0.13911641348425133,0.7125938140933092,0.38731854792382703,0.24472873923463517,0.16936132011085292,0.09372620467455477
asian,105,1.0,0.02,3.3665516366234933,0.3904314809821508,0.22250588256825923,0.15424358141281133,0.12340971307121078,0.10468028096682556,0.43337940122333746,0.2452285722657456,0.16808167740061686,0.1328562508196851,0.11122746377006668,0.502782288275385,0.2812540208526739,0.1890688045119832,0.1461030923482645,0.1190947856548873,0.6007114525632743,0.33121696000345563,0.21654462886070475,0.1608920552447855,0.12351537349806795,0.7353539884357682,0.40129441062301024,0.25604235891319943,0.18123937137206306,0.12000169336688424
asian,115,1.0,0.02,2.0337971176571075,0.5654415286574559,0.32264460621611607,0.2240903422046946,0.17965009840119092,0.15269922868204255,0.5950234888869467,0.3377459949935183,0.23264032182396202,0.18486085834246777,0.15564843261345,0.6394247395269845,0.36003344935963233,0.2447127418889739,0.19155573033396386,0.15855517017284151,0.6969399851155806,0.3878863454530181,0.25819303951013806,0.19680522818026097,0.15728471954639056,0.759652319020451,0.41610710712792215,0.2678009376962215,0.19295474313343203,0.13669182201714597
asian,110,1.0,0.02,2.387160697680215,0.5101381214544738,0.2909786265111124,0.2019800928311229,0.16182731344530776,0.13746446665729598,0.505001363001696,0.28618900475295084,0.19662820286236954,0.1558216298983336,0.13081682325528968,0.5598976379668098,0.3141857124330092,0.2123357716296528,0.1651191050171347,0.13561957583541714,0.640198138916052,0.3545366036918707,0.23378732531178617,0.17590839832539454,0.13789441068238065,0.7672083668623285,0.42069397188193997,0.2714017686398464,0.19644792890964413,0.14108336160475146
asian,90,1.0,0.02,13.635516305781474,0.6091322886202828,0.34767338656982627,0.2415798338150324,0.1937590245080714,0.1647689885219833,0.5616481705200299,0.3186232063088449,0.2192745442976245,0.17407550341528197,0.14641901785979733,0.6094960835169722,0.3427801612359605,0.23253047705738708,0.18161134609561944,0.14993178168127058,0.7009317404336564,0.39022679655799436,0.2598972418544675,0.19825285567704734,0.15861000248058782,0.8297582561314606,0.45837665461370736,0.30044233171215073,0.22354296432185633,0.1711913438866249
asian,105,1.0,0.02,4.342422132611671,0.52252968563803,0.298072222051119,0.20693132056844582,0.16581682663386063,0.14087362792144664,0.5421930917059887,0.30748064679234693,0.2114908958808227,0.1677983401632629,0.14105125992613743,0.5787344148270792,0.3250457775261802,0.22000639631640936,0.17138460696676983,0.14105865354085492,0.6305656608534624,0.34885770717417236,0.22960415725975422,0.17228867327615682,0.13447190643662674,0.7075890089354747,0.38423039427303285,0.24219419504019693,0.16658909704895056,0.07925673800368666
